"Accession","Organism","Genome assembly","Donor sex","Donor age","File download url"
"GSM772921","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772921/suppl/GSM772921_BI.CD4+_CD25-_CD45RA+_Naive_Primary_Cells.H3K9me3.Donor_62.bed.gz"
"GSM772920","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772920/suppl/GSM772920_BI.CD4+_CD25-_CD45RA+_Naive_Primary_Cells.Input.Donor_62.bed.gz"
"GSM772919","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772919/suppl/GSM772919_BI.CD4_Naive_Primary_Cells.H3K27me3.Donor_101_8_pooled_leukopaks_Jan_20_2011.bed.gz"
"GSM772918","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772918/suppl/GSM772918_BI.CD4_Naive_Primary_Cells.H3K36me3.Donor_101_8_pooled_leukopaks_Jan_20_2011.bed.gz"
"GSM772917","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772917/suppl/GSM772917_BI.CD4_Naive_Primary_Cells.H3K9me3.Donor_101_8_pooled_leukopaks_Jan_20_2011.bed.gz"
"GSM772916","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772916/suppl/GSM772916_BI.CD4_Naive_Primary_Cells.Input.Donor_101_8_pooled_leukopaks_Jan_20_2011.bed.gz"
"GSM772915","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772915/suppl/GSM772915_BI.CD4+_CD25-_Th_Primary_Cells.Input.Donor_62.bed.gz"
"GSM772914","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772914/suppl/GSM772914_BI.CD4+_CD25+_CD127-_Treg_Primary_Cells.Input.Donor_62.bed.gz"
"GSM772913","Homo sapiens","-","Male","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772913/suppl/GSM772913_BI.hESC_Derived_CD184+_Endoderm_Cultured_Cells.Input.DNA_Lib_264.bed.gz"
"GSM772912","Homo sapiens","-","Male","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772912/suppl/GSM772912_BI.hESC_Derived_CD184+_Endoderm_Cultured_Cells.H3K36me3.DNA_Lib_263.bed.gz"
"GSM772911","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772911/suppl/GSM772911_BI.CD4+_CD25-_CD45RA+_Naive_Primary_Cells.H3K27me3.Donor_62.bed.gz"
"GSM772910","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772910/suppl/GSM772910_BI.Duodenum_Smooth_Muscle.Input.160.bed.gz"
"GSM772909","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772909/suppl/GSM772909_BI.Duodenum_Smooth_Muscle.H3K9me3.160.bed.gz"
"GSM772908","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772908/suppl/GSM772908_BI.Duodenum_Smooth_Muscle.H3K27ac.160.bed.gz"
"GSM772907","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772907/suppl/GSM772907_BI.Stomach_Mucosa.H3K4me1.157.bed.gz"
"GSM772906","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772906/suppl/GSM772906_BI.CD4+_CD25-_CD45RO+_Memory_Primary_Cells.H3K27me3.Donor_62.bed.gz"
"GSM772905","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772905/suppl/GSM772905_BI.CD4+_CD25-_IL17-_PMA-Ionomycin_stimulated_MACS_purified_Th_Primary_Cells.H3K27ac.Donor_62.bed.gz"
"GSM772904","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772904/suppl/GSM772904_BI.CD4+_CD25-_IL17-_PMA-Ionomycin_stimulated_MACS_purified_Th_Primary_Cells.Input.Donor_62.bed.gz"
"GSM772903","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772903/suppl/GSM772903_BI.CD4+_CD25-_IL17-_PMA-Ionomycin_stimulated_MACS_purified_Th_Primary_Cells.H3K9me3.Donor_62.bed.gz"
"GSM772902","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772902/suppl/GSM772902_BI.CD4+_CD25-_IL17-_PMA-Ionomycin_stimulated_MACS_purified_Th_Primary_Cells.H3K4me1.Donor_62.bed.gz"
"GSM772901","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772901/suppl/GSM772901_BI.Brain_Substantia_Nigra.H3K4me3.149.bed.gz"
"GSM772900","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772900/suppl/GSM772900_BI.CD8_Naive_Primary_Cells.H3K27me3.Donor_101_8_pooled_leukopaks_Jan_20_2011.bed.gz"
"GSM772899","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772899/suppl/GSM772899_BI.CD4+_CD25-_IL17-_PMA-Ionomycin_stimulated_MACS_purified_Th_Primary_Cells.H3K27me3.Donor_62.bed.gz"
"GSM772898","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772898/suppl/GSM772898_BI.Brain_Substantia_Nigra.H3K4me1.149.bed.gz"
"GSM772897","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772897/suppl/GSM772897_BI.Brain_Substantia_Nigra.H3K9me3.149.bed.gz"
"GSM772896","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772896/suppl/GSM772896_BI.CD8_Naive_Primary_Cells.H3K4me3.Donor_101_8_pooled_leukopaks_Jan_20_2011.bed.gz"
"GSM772895","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772895/suppl/GSM772895_BI.CD8_Naive_Primary_Cells.H3K36me3.Donor_101_8_pooled_leukopaks_Jan_20_2011.bed.gz"
"GSM772894","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772894/suppl/GSM772894_BI.Mobilized_CD34_Primary_Cells.H3K27ac.RO_01549.bed.gz"
"GSM772893","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772893/suppl/GSM772893_BI.CD4+_CD25-_CD45RO+_Memory_Primary_Cells.H3K36me3.Donor_62.bed.gz"
"GSM772892","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772892/suppl/GSM772892_BI.CD4+_CD25-_IL17-_PMA-Ionomycin_stimulated_MACS_purified_Th_Primary_Cells.H3K36me3.Donor_62.bed.gz"
"GSM772891","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772891/suppl/GSM772891_BI.Stomach_Smooth_Muscle.H3K36me3.161.bed.gz"
"GSM772890","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772890/suppl/GSM772890_BI.Duodenum_Mucosa.Input.159.bed.gz"
"GSM772889","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772889/suppl/GSM772889_BI.Duodenum_Mucosa.H3K9me3.159.bed.gz"
"GSM772888","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772888/suppl/GSM772888_BI.Stomach_Smooth_Muscle.H3K9me3.161.bed.gz"
"GSM772887","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772887/suppl/GSM772887_BI.Stomach_Smooth_Muscle.H3K4me3.161.bed.gz"
"GSM772886","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772886/suppl/GSM772886_BI.Stomach_Smooth_Muscle.H3K9ac.161.bed.gz"
"GSM772885","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772885/suppl/GSM772885_BI.Mobilized_CD34_Primary_Cells.H3K27ac.RO_01480.bed.gz"
"GSM772884","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772884/suppl/GSM772884_BI.CD4_Memory_Primary_Cells.H3K4me1.Donor_100_7_pooled_leukopaks_Jan_7_2011.bed.gz"
"GSM772883","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772883/suppl/GSM772883_BI.Stomach_Smooth_Muscle.Input.161.bed.gz"
"GSM772882","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772882/suppl/GSM772882_BI.CD8_Naive_Primary_Cells.H3K9me3.Donor_100_7_pooled_leukopaks_Jan_7_2011.bed.gz"
"GSM772881","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772881/suppl/GSM772881_BI.CD4_Memory_Primary_Cells.Input.Donor_100_7_pooled_leukopaks_Jan_7_2011.bed.gz"
"GSM772880","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772880/suppl/GSM772880_BI.CD8_Memory_Primary_Cells.H3K27ac.Donor_100_7_pooled_leukopaks_Jan_7_2011.bed.gz"
"GSM772879","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772879/suppl/GSM772879_BI.CD8_Memory_Primary_Cells.H3K9me3.Donor_100_7_pooled_leukopaks_Jan_7_2011.bed.gz"
"GSM772878","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772878/suppl/GSM772878_BI.CD8_Memory_Primary_Cells.H3K27me3.Donor_100_7_pooled_leukopaks_Jan_7_2011.bed.gz"
"GSM772877","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772877/suppl/GSM772877_BI.CD8_Memory_Primary_Cells.H3K36me3.Donor_100_7_pooled_leukopaks_Jan_7_2011.bed.gz"
"GSM772876","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772876/suppl/GSM772876_BI.CD4_Naive_Primary_Cells.Input.Donor_100_7_pooled_leukopaks_Jan_7_2011.bed.gz"
"GSM772875","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772875/suppl/GSM772875_BI.CD4_Naive_Primary_Cells.H3K9me3.Donor_100_7_pooled_leukopaks_Jan_7_2011.bed.gz"
"GSM772874","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772874/suppl/GSM772874_BI.CD8_Memory_Primary_Cells.Input.Donor_100_7_pooled_leukopaks_Jan_7_2011.bed.gz"
"GSM772873","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772873/suppl/GSM772873_BI.CD8_Memory_Primary_Cells.H3K4me1.Donor_100_7_pooled_leukopaks_Jan_7_2011.bed.gz"
"GSM772872","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772872/suppl/GSM772872_BI.CD8_Naive_Primary_Cells.H3K36me3.Donor_100_7_pooled_leukopaks_Jan_7_2011.bed.gz"
"GSM772871","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772871/suppl/GSM772871_BI.CD8_Naive_Primary_Cells.H3K27me3.Donor_100_7_pooled_leukopaks_Jan_7_2011.bed.gz"
"GSM772870","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772870/suppl/GSM772870_BI.Mobilized_CD34_Primary_Cells.H3K27ac.RO_01536.bed.gz"
"GSM772869","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772869/suppl/GSM772869_BI.CD4_Naive_Primary_Cells.H3K4me1.Donor_100_7_pooled_leukopaks_Jan_7_2011.bed.gz"
"GSM772868","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772868/suppl/GSM772868_BI.CD4+_CD25-_Th_Primary_Cells.H3K27me3.Donor_62.bed.gz"
"GSM772867","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772867/suppl/GSM772867_BI.CD4+_CD25-_Th_Primary_Cells.H3K4me3.Donor_62.bed.gz"
"GSM772866","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772866/suppl/GSM772866_BI.CD4+_CD25-_Th_Primary_Cells.H3K36me3.Donor_62.bed.gz"
"GSM772865","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772865/suppl/GSM772865_BI.Mobilized_CD34_Primary_Cells.H3K36me3.RO_01536.bed.gz"
"GSM772864","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772864/suppl/GSM772864_BI.Brain_Substantia_Nigra.Input.149.bed.gz"
"GSM772863","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772863/suppl/GSM772863_BI.iPS-20b.Input.DNA_Lib_440.bed.gz"
"GSM772862","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772862/suppl/GSM772862_BI.CD4+_CD25-_CD45RO+_Memory_Primary_Cells.H3K4me3.Donor_62.bed.gz"
"GSM772861","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772861/suppl/GSM772861_BI.Colon_Smooth_Muscle.H3K4me3.Donor_83_REMC_18.bed.gz"
"GSM772860","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772860/suppl/GSM772860_BI.CD4_Naive_Primary_Cells.H3K4me1.Donor_101_8_pooled_leukopaks_Jan_20_2011.bed.gz"
"GSM772859","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772859/suppl/GSM772859_BI.CD4+_CD25-_CD45RO+_Memory_Primary_Cells.H3K27ac.Donor_62.bed.gz"
"GSM772858","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772858/suppl/GSM772858_BI.Colon_Smooth_Muscle.H3K9me3.Donor_83_REMC_18.bed.gz"
"GSM772857","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772857/suppl/GSM772857_BI.CD4_Memory_Primary_Cells.H3K9me3.Donor_101_8_pooled_leukopaks_Jan_20_2011.bed.gz"
"GSM772856","Homo sapiens","-","Male","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772856/suppl/GSM772856_BI.hESC_Derived_CD184+_Endoderm_Cultured_Cells.H3K9me3.DNA_Lib_248.bed.gz"
"GSM772855","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772855/suppl/GSM772855_BI.CD4_Memory_Primary_Cells.H3K27me3.Donor_101_8_pooled_leukopaks_Jan_20_2011.bed.gz"
"GSM772854","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772854/suppl/GSM772854_BI.CD8_Naive_Primary_Cells.Input.Donor_100_7_pooled_leukopaks_Jan_7_2011.bed.gz"
"GSM772853","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772853/suppl/GSM772853_BI.CD8_Naive_Primary_Cells.H3K4me1.Donor_100_7_pooled_leukopaks_Jan_7_2011.bed.gz"
"GSM772852","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772852/suppl/GSM772852_BI.CD4+_CD25-_CD45RA+_Naive_Primary_Cells.H3K4me3.Donor_62.bed.gz"
"GSM772850","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772850/suppl/GSM772850_BI.CD4+_CD25-_Th_Primary_Cells.H3K9me3.Donor_62.bed.gz"
"GSM772849","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772849/suppl/GSM772849_BI.CD4+_CD25-_Th_Primary_Cells.H3K4me1.Donor_62.bed.gz"
"GSM772848","Homo sapiens","-","Unknown","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772848/suppl/GSM772848_BI.iPS-20b.H3K27ac.DNA_Lib_357.bed.gz"
"GSM772847","Homo sapiens","-","Unknown","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772847/suppl/GSM772847_BI.iPS-20b.H3K27me3.DNA_Lib_356.bed.gz"
"GSM772846","Homo sapiens","-","Unknown","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772846/suppl/GSM772846_BI.iPS-20b.H3K36me3.DNA_Lib_355.bed.gz"
"GSM772845","Homo sapiens","-","Unknown","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772845/suppl/GSM772845_BI.iPS-20b.H3K4me1.DNA_Lib_354.bed.gz"
"GSM772844","Homo sapiens","-","Unknown","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772844/suppl/GSM772844_BI.iPS-20b.H3K4me3.DNA_Lib_353.bed.gz"
"GSM772843","Homo sapiens","-","Unknown","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772843/suppl/GSM772843_BI.iPS-20b.H3K9ac.DNA_Lib_352.bed.gz"
"GSM772842","Homo sapiens","-","Unknown","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772842/suppl/GSM772842_BI.iPS-20b.H3K9me3.DNA_Lib_351.bed.gz"
"GSM772841","Homo sapiens","-","Unknown","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772841/suppl/GSM772841_BI.iPS-20b.Input.DNA_Lib_350.bed.gz"
"GSM772840","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772840/suppl/GSM772840_BI.Duodenum_Smooth_Muscle.H3K27me3.160.bed.gz"
"GSM772839","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772839/suppl/GSM772839_BI.Duodenum_Smooth_Muscle.H3K4me3.160.bed.gz"
"GSM772838","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772838/suppl/GSM772838_BI.Duodenum_Smooth_Muscle.H3K36me3.160.bed.gz"
"GSM772837","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772837/suppl/GSM772837_BI.Duodenum_Smooth_Muscle.H3K4me1.160.bed.gz"
"GSM772836","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772836/suppl/GSM772836_BI.CD4_Naive_Primary_Cells.H3K4me3.Donor_101_8_pooled_leukopaks_Jan_20_2011.bed.gz"
"GSM772835","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772835/suppl/GSM772835_BI.CD4_Naive_Primary_Cells.H3K27ac.Donor_101_8_pooled_leukopaks_Jan_20_2011.bed.gz"
"GSM772834","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772834/suppl/GSM772834_BI.Brain_Mid_Frontal_Lobe.H3K9me3.149.bed.gz"
"GSM772833","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772833/suppl/GSM772833_BI.Brain_Mid_Frontal_Lobe.H3K27me3.149.bed.gz"
"GSM772832","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772832/suppl/GSM772832_BI.Brain_Anterior_Caudate.H3K27ac.149.bed.gz"
"GSM772831","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772831/suppl/GSM772831_BI.Brain_Anterior_Caudate.H3K9me3.149.bed.gz"
"GSM772830","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772830/suppl/GSM772830_BI.Brain_Anterior_Caudate.H3K4me1.149.bed.gz"
"GSM772829","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772829/suppl/GSM772829_BI.Brain_Anterior_Caudate.H3K4me3.149.bed.gz"
"GSM772828","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772828/suppl/GSM772828_BI.Brain_Anterior_Caudate.H3K36me3.149.bed.gz"
"GSM772827","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772827/suppl/GSM772827_BI.Brain_Anterior_Caudate.H3K27me3.149.bed.gz"
"GSM772826","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772826/suppl/GSM772826_BI.Brain_Anterior_Caudate.Input.149.bed.gz"
"GSM773038","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM773nnn/GSM773038/suppl/GSM773038_BI.CD15_Primary_Cells.H3K4me1.23.bed.gz"
"GSM773035","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM773nnn/GSM773035/suppl/GSM773035_BI.CD15_Primary_Cells.H3K9me3.23.bed.gz"
"GSM772825","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772825/suppl/GSM772825_BI.Chondrocytes_from_Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K36me3.58.bed.gz"
"GSM772823","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772823/suppl/GSM772823_BI.Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K9me3.92.bed.gz"
"GSM772822","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772822/suppl/GSM772822_BI.Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K9ac.92.bed.gz"
"GSM772821","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772821/suppl/GSM772821_BI.Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K27me3.92.bed.gz"
"GSM772820","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772820/suppl/GSM772820_BI.Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K36me3.92.bed.gz"
"GSM772819","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772819/suppl/GSM772819_BI.Mesenchymal_Stem_Cell_Derived_Adipocyte_Cultured_Cells.H3K27me3.92.bed.gz"
"GSM772818","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772818/suppl/GSM772818_BI.Mesenchymal_Stem_Cell_Derived_Adipocyte_Cultured_Cells.H3K36me3.92.bed.gz"
"GSM772817","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772817/suppl/GSM772817_BI.Mesenchymal_Stem_Cell_Derived_Adipocyte_Cultured_Cells.H3K4me3.92.bed.gz"
"GSM772816","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772816/suppl/GSM772816_BI.Mesenchymal_Stem_Cell_Derived_Adipocyte_Cultured_Cells.H3K4me1.92.bed.gz"
"GSM772814","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772814/suppl/GSM772814_BI.CD15_Primary_Cells.H3K36me3.23.bed.gz"
"GSM772813","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772813/suppl/GSM772813_BI.Mesenchymal_Stem_Cell_Derived_Adipocyte_Cultured_Cells.H3K9me3.92.bed.gz"
"GSM772812","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772812/suppl/GSM772812_BI.Mesenchymal_Stem_Cell_Derived_Adipocyte_Cultured_Cells.H3K9ac.92.bed.gz"
"GSM772811","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772811/suppl/GSM772811_BI.Adult_Kidney.H3K9ac.27.bed.gz"
"GSM772807","Homo sapiens","-","Unknown","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772807/suppl/GSM772807_BI.HUES64.Input.Lib_EpiLabSPL_Row_1709.bed.gz"
"GSM772804","Homo sapiens","-","Male","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772804/suppl/GSM772804_BI.iPS-20b.H3K4me1.Lib_MC_20100211_03--ChIP_MC_20100208_03_hiPS-20b_H3K4Me1.bed.gz"
"GSM772802","Homo sapiens","-","-","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772802/suppl/GSM772802_BI.Adipose_Nuclei.H3K9ac.7.bed.gz"
"GSM772800","Homo sapiens","-","Unknown","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772800/suppl/GSM772800_BI.HUES64.H3K4me1.Lib_EpiLabSPL_Row_1719.bed.gz"
"GSM772799","Homo sapiens","-","Unknown","-","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM772nnn/GSM772799/suppl/GSM772799_BI.HUES48.H3K9me3.Lib_EpiLabSPL_Row_1718.bed.gz"
